img_number,metadata_label,f_a_0,f_a_1,f_a_2,f_a_3,f_b_0,f_c_0,f_c_1,f_c_2,f_c_3,f_c_4,ind_0,ind_1,ind_2,ind_3,ind_4
24823,1,0.016758601,23.88017481,1.900323932,749.8460277,0.076959294,0.016758601,7.298192804,2.340843829,47.41581393,0.526226073,1424.950351,85028,147.8311999,195.2470138,0.076959294
24853,1,0.022347818,40.74958213,3.242748713,562.308612,0.25249079,0.022347818,6.872596305,9.881561345,156.4840832,0.308380355,1823.425528,81593,108.8342109,265.3182941,0.25249079
24864,1,0.01864238,30.47858888,2.42540904,674.075463,0.037065365,0.01864238,8.919172145,1.268619529,22.82550009,0.412301589,1634.908721,87698.5,160.4772431,183.3027432,0.037065365
24865,1,0.031347177,18.33370836,1.458950155,400.8772679,0.016876323,0.031347177,8.847609101,-2.470108994,-25.60304386,0.685424376,584.8599522,18657.5,91.70677262,66.10372876,0.016876323
24875,1,0.035972903,30.40952205,2.419912875,349.3287886,0.188815912,0.035972903,8.39448783,0.147850173,1.742950247,0.413238018,845.3452332,23499.5,98.95946905,100.7024193,0.188815912
24886,1,0.030467703,37.52947046,2.986500368,412.4488959,0.097257648,0.030467703,7.699815475,6.028205893,70.24776821,0.334840073,1231.778779,40429,89.72733552,159.9751037,0.097257648
24898,1,0.014548167,18.90672503,1.504549373,863.7769137,0.030968419,0.014548167,8.032285076,-0.856995455,-19.32448843,0.664650837,1299.595014,89330.5,181.1209139,161.7964255,0.030968419
24900,1,0.026639374,29.23499776,2.326447202,471.7217014,0.154706869,0.026639374,9.669039743,-2.20033853,-33.43798741,0.429839972,1097.435633,41196,146.9379483,113.4999609,0.154706869
24911,1,0.054325901,15.88539111,1.264119259,231.3145372,0.008533319,0.054325901,6.795259038,0.378333769,2.269464238,0.791064603,292.4091613,5382.5,40.76188448,43.03134872,0.008533319
24918,1,0.027087933,19.00024833,1.511991721,463.9102735,0.027671392,0.027087933,6.075256194,2.959074645,37.81627406,0.661379283,701.4284927,25894.5,77.64033719,115.4566113,0.027671392
24930,1,0.019292397,27.39608713,2.180111344,651.3638895,0.044865913,0.019292397,9.882872427,-1.668390417,-29.1834524,0.458692169,1420.045805,73606.5,172.8710104,143.687558,0.044865913
24932,1,0.029165914,17.19930379,1.368677108,430.8581045,0.01367239,0.029165914,7.711616039,-0.867998011,-9.698908006,0.730632517,589.7056242,20219,86.16869349,76.46978548,0.01367239
24951,1,0.02363302,22.13943812,1.761800507,531.7293717,0.021201214,0.02363302,8.473682545,-0.439907273,-6.053640891,0.567601153,936.8010768,39639.5,116.607827,110.5541861,0.021201214
24952,1,0.017018515,18.21902155,1.449823669,738.3940637,0.010357414,0.017018515,7.161021299,0.587085357,11.32750011,0.68973905,1070.541191,62904.5,138.168102,149.4956021,0.010357414
24958,1,0.03453088,62.41462252,4.966797848,363.9168945,0.546127987,0.03453088,9.280838641,4.592004748,64.4656439,0.201336964,1807.501648,52344.5,130.2906403,194.7562842,0.546127987
24961,1,0.051217125,48.66942702,3.872989944,245.3548638,0.651233683,0.051217125,7.698891891,3.748283811,40.41540527,0.25819845,950.2569201,18553.5,83.01234687,123.4277521,0.651233683
24962,1,0.023463998,42.42829571,3.376336495,535.5596439,0.14154184,0.023463998,9.739027104,2.149425841,33.56874579,0.29617901,1808.229571,77064,152.0996533,185.668399,0.14154184
24967,1,0.022345869,22.44323939,1.785976244,562.3576622,0.027742112,0.022345869,6.525770654,2.879761582,47.12264348,0.559917862,1004.357425,44946,106.7836886,153.9063321,0.027742112
24987,1,0.029235708,47.54032105,3.783138546,429.8295342,0.113018481,0.029235708,9.236828811,5.377382627,64.77704881,0.26433079,1626.104679,55620.5,111.2687254,176.0457742,0.113018481
25018,1,0.041074107,16.39590935,1.304745009,305.9438512,0.009399072,0.041074107,7.671769573,-1.033652169,-8.102169318,0.766433282,399.1787131,9718.5,60.13432556,52.03215625,0.009399072
25035,1,0.032531918,24.18380064,1.924485707,386.2781939,0.078678218,0.032531918,8.862723768,-1.25929251,-13.8919965,0.519619344,743.3868632,22851,97.76991966,83.87792316,0.078678218
25081,1,0.035291139,19.19447607,1.527447874,356.077218,0.022943333,0.035291139,7.138411575,0.537145934,5.33201503,0.654686826,543.8893895,15411.5,70.8599198,76.19193483,0.022943333
25085,1,0.028911392,17.39735062,1.384437174,434.6511816,0.013153792,0.028911392,6.767799512,1.134510707,12.76500991,0.72231519,601.7472535,20813.5,76.14827017,88.91328009,0.013153792
25105,1,0.047268883,27.77740516,2.210455669,265.8486921,0.145951432,0.047268883,9.409075902,-1.530642281,-12.13397765,0.452395411,587.6467484,12432,74.58928725,62.45530959,0.145951432
25127,1,0.033138553,22.08407193,1.757394606,379.2069801,0.030997858,0.033138553,6.05176798,3.335660009,39.12897778,0.569024166,666.4163013,20110,70.99029703,110.1192748,0.030997858
25128,1,0.048951517,16.56767979,1.318414067,256.7105431,0.007885996,0.048951517,7.258297362,-0.198052355,-1.308039974,0.758487053,338.4507912,6914,47.93754196,46.62950198,0.007885996
25132,1,0.027411292,31.21002575,2.483614936,458.437741,0.066871954,0.027411292,9.982968871,-1.032895374,-13.16238654,0.402638906,1138.582821,41537,127.2149129,114.0525264,0.066871954
25153,1,0.017525328,18.13875156,1.443435986,717.0405179,0.005560338,0.017525328,6.755994973,1.604393775,29.39926034,0.692791374,1035.002087,59057.5,123.7983207,153.197581,0.005560338
25155,1,0.054395954,24.3060471,1.934213772,231.0166402,0.146149287,0.054395954,5.98466325,5.326764743,35.16042353,0.517005935,446.835567,8214.5,39.50302007,74.66344359,0.146149287
25195,1,0.026870886,31.55984397,2.511452586,467.6574698,0.093696101,0.026870886,8.44090768,2.009717953,26.7581775,0.398175942,1174.499562,43709,112.3855741,139.1437516,0.093696101
25219,1,0.024162775,21.31919769,1.696527848,520.0715078,0.023423683,0.024162775,8.733297397,-1.475665925,-20.54182107,0.58943919,882.3157957,36515.5,121.570763,101.0289419,0.023423683
25234,1,0.029488706,47.08535261,3.746933308,426.141814,0.122938998,0.029488706,13.2550018,-5.193746805,-77.61192178,0.266884921,1596.724957,54147,198.0739919,120.4620702,0.122938998
25235,1,0.018573541,18.6233799,1.482001484,676.5737664,0.012736433,0.018573541,6.505449261,2.293043967,40.16895901,0.674763157,1002.683326,53984.5,113.9607999,154.1297589,0.012736433
25238,1,0.037455788,29.69875373,2.36335173,335.4987627,0.148001231,0.037455788,9.516952616,-0.796972022,-7.614632259,0.423127877,792.9015814,21169,90.9292828,83.31465054,0.148001231
25248,1,0.025359161,53.56014606,4.262180999,495.535748,0.093569051,0.025359161,9.355863464,7.00672093,96.66871023,0.234621664,2112.063049,83286,129.0788178,225.747528,0.093569051
25265,1,0.066985019,20.89143852,1.662487855,187.5997163,0.01635605,0.066985019,8.784701625,-2.04628461,-10.78131654,0.601508154,311.8822498,4656,46.28420134,35.5028848,0.01635605
25303,1,0.049397601,20.75812661,1.65187923,254.3923236,0.016853356,0.049397601,7.712396123,0.367306687,2.477002331,0.605371132,420.2253956,8507,52.01000649,54.48700882,0.016853356
25313,1,0.018379896,19.01845416,1.513440495,683.7019393,0.01525236,0.018379896,6.537629887,2.316624292,41.41097468,0.660746163,1034.742201,56297.5,116.8638465,158.2748212,0.01525236
25316,1,0.028367025,16.78659809,1.335835032,442.9921998,0.016867466,0.028367025,8.584199351,-2.510871568,-28.50013329,0.74859543,591.7644994,20861,97.43661475,68.93648146,0.016867466
25317,1,0.017859861,22.67479056,1.804402501,703.6096511,0.026553549,0.017859861,8.990082144,-1.446858179,-27.08759885,0.554200074,1269.595014,71086.5,168.3093356,141.2217367,0.026553549
25324,1,0.023667031,28.090436,2.235365871,530.9652425,0.014522293,0.023667031,9.739660546,-0.882571661,-12.14310816,0.447354061,1186.901582,50150,134.0058339,121.8627257,0.014522293
25363,1,0.072129372,40.31270537,3.207983164,174.2198801,0.881073782,0.072129372,5.527265841,11.89376155,69.0342962,0.311722334,558.8944422,7748.5,32.08160057,101.1158968,0.881073782
25391,1,0.029792211,51.83309599,4.124746721,421.8005436,0.200092894,0.029792211,9.253996196,5.384036929,69.15130954,0.242439128,1739.820409,58398.5,118.8561601,188.0074697,0.200092894
25409,1,0.037530312,21.55112609,1.714984123,334.8325665,0.067552288,0.037530312,8.197966512,-0.588136948,-5.413587852,0.583095777,574.2325354,15300.5,75.45931621,70.04572835,0.067552288
25413,1,0.016564139,23.1316459,1.840757893,758.6491747,0.060846642,0.016564139,8.738130429,-0.864679652,-17.55129883,0.543254495,1396.489457,84308,177.3668873,159.8155885,0.060846642
25439,1,0.049248695,24.96014102,1.986264912,255.1614937,0.322055746,0.049248695,6.725121173,1.196012367,11.37890647,0.503457517,506.8183217,10291,63.98305484,75.36196132,0.322055746
25450,1,0.026552933,20.68147438,1.645779439,473.2573384,0.041498586,0.026552933,8.106253477,-0.219034875,-2.668321783,0.607614834,778.877197,29333,98.75182068,96.0834989,0.041498586
25451,1,0.024267916,19.16855117,1.525384835,517.8182748,0.013852766,0.024267916,7.202905219,0.766973038,10.55303814,0.655572271,789.8721437,32548,99.10717808,109.6602162,0.013852766
25489,1,0.020403689,17.74294601,1.411938781,615.8871936,0.029342674,0.020403689,7.669684512,-1.207680445,-21.18967754,0.708246004,869.5950134,42619.5,134.5704837,113.3808062,0.029342674
25500,1,0.077211229,25.84342262,2.056554229,162.7531489,0.171751568,0.077211229,11.06763719,-4.854965711,-23.63319453,0.486250246,334.7106767,4335,53.87548301,30.24228848,0.171751568
25520,1,0.015060327,24.38834407,1.940762756,834.402223,0.061692177,0.015060327,7.022137023,3.057912516,69.95858104,0.515261331,1619.376758,107526,160.6516666,230.6102476,0.061692177
25546,1,0.026805674,26.72373442,2.126607216,468.79518,0.036459734,0.026805674,8.331512632,1.162658649,14.65351213,0.470232581,996.9432124,37191.5,105.005817,119.6593292,0.036459734
25550,1,0.035750607,16.37700973,1.303241026,351.5009046,0.0058587,0.035750607,7.72081409,-1.112179968,-9.985077843,0.767317772,458.0903996,12813.5,69.31695584,59.33187799,0.0058587
25573,1,0.019713189,28.54047813,2.271179087,637.4600431,0.110259453,0.019713189,9.023789265,-0.220805062,-4.024338534,0.440299933,1447.785918,73442.5,164.4653546,160.4410161,0.110259453
25589,1,0.034571903,16.54239349,1.316401847,363.4850727,0.012040527,0.034571903,6.860275821,0.383928085,3.696516954,0.759646458,478.4924212,13840.5,66.05176047,69.74827742,0.012040527
25592,1,0.053992038,15.81172005,1.258256702,232.7448855,0.046215745,0.053992038,6.240682967,1.601583509,9.583524804,0.794750386,292.8528121,5424,37.3428795,46.92640431,0.046215745
25603,1,0.019465564,20.66015841,1.644083168,645.5692992,0.04220272,0.019465564,7.347017309,0.866193316,15.23552615,0.608241736,1061.369619,54525.5,129.2271277,144.4626539,0.04220272
25611,1,0.02458212,17.44709204,1.38839547,511.1996325,0.052155597,0.02458212,7.500081411,-0.358979994,-4.757105561,0.720255879,709.7472543,28872.5,99.38904558,94.63194002,0.052155597
25616,1,0.021890317,36.89396452,2.935928412,574.0607078,0.119679358,0.021890317,10.46030726,-0.487271768,-7.872319786,0.34060776,1685.401142,76993,168.9958031,161.1234833,0.119679358
25708,1,0.01814641,22.37211166,1.780316079,692.4989929,0.006807963,0.01814641,5.386852063,7.13231099,130.3875687,0.561698011,1232.867092,67940,98.47839561,228.8659643,0.006807963
25724,1,0.037315214,21.26929487,1.692556707,336.762657,0.041986152,0.037315214,6.641091894,2.85711233,25.81745793,0.590822154,569.9898939,15275,60.01027989,85.82773782,0.041986152
25732,1,0.023790644,34.52143446,2.747128468,528.2064069,0.111151113,0.023790644,9.624970295,0.06634405,1.032054276,0.364016467,1451.050858,60992.5,149.7269417,150.7589959,0.111151113
25744,1,0.021721768,23.24260168,1.849587474,578.5150985,0.04398892,0.021721768,5.940324693,5.693395969,88.15199542,0.540661101,1070.01428,49260,91.97524256,180.127238,0.04398892
25748,1,0.022886566,27.0060805,2.149075603,549.0719047,0.04437287,0.022886566,8.931194572,0.022121839,0.326443983,0.465316343,1179.997035,51558.5,131.7944078,132.1208518,0.04437287
25751,1,0.024967391,21.14847194,1.682941924,503.3113176,0.01921141,0.024967391,6.897371981,1.696752152,24.24593651,0.594197569,847.0437174,33926,98.56079622,122.8067327,0.01921141
25755,1,0.021922138,26.771917,2.130441464,573.2274293,0.028234465,0.021922138,7.596567942,3.126927319,46.87708154,0.469386283,1221.227484,55707.5,113.8833425,160.760424,0.028234465
25766,1,0.024699071,24.48839134,1.948724265,508.779072,0.076693822,0.024699071,7.955852419,0.989102111,13.78021219,0.513156231,991.4701232,40142,110.8412703,124.6214825,0.076693822
25783,1,0.015361184,18.95549995,1.508430758,818.0600427,0.007914372,0.015361184,5.785094175,4.19938496,89.71403737,0.662940605,1233.98693,80331.5,123.5905162,213.3045536,0.007914372
25791,1,0.041318461,18.30902982,1.4569863,304.1345259,0.046010965,0.041318461,6.893524198,0.999928025,8.142947678,0.686348252,443.1198374,10724.5,56.13764736,64.28059504,0.046010965
25800,1,0.017332055,34.63222861,2.755945187,725.0364044,0.196979456,0.017332055,8.93942451,1.081811161,24.12964929,0.362851919,1998.160589,115287,199.3926353,223.5222846,0.196979456
25814,1,0.024416972,54.62726595,4.347099702,514.6571968,0.122459684,0.024416972,11.12604386,2.771688521,40.10304615,0.230038432,2237.266147,91627.5,160.9806611,201.0837072,0.122459684
25832,1,0.022459049,22.0656182,1.755926104,559.5237257,0.06466174,0.022459049,7.807619233,0.093791834,1.493710686,0.569500048,982.4823158,43745.5,124.3426405,125.8363512,0.06466174
25835,1,0.027963061,19.14797044,1.523747073,449.3918047,0.01820241,0.027963061,7.188131494,0.944024759,11.05858829,0.656276897,684.7594469,24488,84.20392151,95.2625098,0.01820241
25891,1,0.037013955,17.56656103,1.397902511,339.5035938,0.015687018,0.037013955,7.784405961,-0.888282734,-7.853115618,0.715357468,474.5929261,12822,68.82025024,60.96713462,0.015687018
25904,1,0.03937467,27.79416155,2.2117891,319.1485979,0.083172374,0.03937467,8.821919623,-0.453628997,-4.337481252,0.452122673,705.8893902,17927.5,84.35287704,80.01539578,0.083172374
25927,1,0.032792611,29.73034867,2.365865975,383.2073841,0.163869118,0.032792611,12.41122624,-5.707287579,-62.18835084,0.422678212,906.6173116,27647,135.2365166,73.04816578,0.163869118
25941,1,0.0221255,19.4216759,1.545527861,567.9587185,0.032532911,0.0221255,6.349708377,2.728439384,41.54864756,0.647028129,877.7960235,39673.5,96.69329543,138.241943,0.032532911
25955,1,0.036404182,16.42996637,1.307455181,345.1903015,0.016235722,0.036404182,6.38525035,1.601748902,14.174843,0.764844573,451.3208482,12397.5,56.50693509,70.68177809,0.016235722
25964,1,0.064142882,16.57243816,1.318792726,195.9121593,0.01215759,0.064142882,5.95172724,2.70122257,13.5516164,0.758269272,258.3675307,4028,29.85889626,43.41051266,0.01215759
25987,1,0.021070546,20.30931274,1.616163756,596.3950997,0.025706204,0.021070546,6.054843986,4.283856911,65.96073059,0.618749181,963.8721446,45745,93.22952218,159.1902528,0.025706204
25996,1,0.018506176,33.14781333,2.637819172,679.0365943,0.096129882,0.018506176,7.477221584,4.052785831,84.2019243,0.379101043,1791.175747,96788,155.3490542,239.5509785,0.096129882
26009,1,0.029597363,23.67882359,1.88430091,424.5773701,0.065654901,0.029597363,8.4061032,-0.288708053,-3.384968207,0.5307008,800.031525,27030.5,98.55766666,95.17269845,0.065654901
26081,1,0.019775204,19.40198627,1.54396101,635.4609809,0.019042194,0.019775204,7.392803625,0.733625091,11.98092897,0.64768475,981.1269778,49614,120.7328597,132.7137887,0.019042194
26086,1,0.020582427,44.91159033,3.573950801,610.5388184,0.229924324,0.020582427,9.079738927,3.457090844,66.26917337,0.279802397,2182.035699,106014.5,174.0500381,240.3192115,0.229924324
26089,1,0.019576837,27.54723552,2.192139351,641.8999394,0.039531393,0.019576837,10.17169709,-2.127405049,-36.58511556,0.456175379,1407.134116,71877.5,174.9233008,138.3381853,0.039531393
26094,1,0.029226923,22.21338302,1.767684855,429.958724,0.019471845,0.029226923,7.12892293,1.688095918,20.41188145,0.565711697,760.0315249,26004.5,86.20051039,106.6123918,0.019471845
26105,1,0.02667357,21.81288885,1.735814542,471.1169418,0.061085222,0.02667357,7.845297085,-0.040192648,-0.536772862,0.576098411,817.7716386,30658.5,104.7739521,104.2371793,0.061085222
26113,1,0.022041421,18.34763803,1.460058644,570.1252512,0.00626992,0.022041421,6.591759244,1.918372202,28.46661606,0.684903996,832.4163009,37766,97.81474072,126.2813568,0.00626992
26115,1,0.022218424,20.91482478,1.664348873,565.583336,0.019781404,0.022218424,8.12655887,-0.344695418,-5.130813044,0.600835568,941.3279881,42367,120.9643415,115.8335285,0.019781404
26120,1,0.015920549,20.58861636,1.638390032,789.3176911,0.027411055,0.015920549,7.995141674,-0.24997289,-5.220414583,0.610355276,1293.210237,81229,166.9699232,161.7495086,0.027411055
26131,1,0.017569233,26.11045128,2.077803694,715.2486607,0.119718947,0.017569233,6.1121112,5.906174596,119.4906915,0.481277419,1486.146309,84588,123.6570951,243.1477866,0.119718947
26150,1,0.036549688,19.46977889,1.549355776,343.8160817,0.024329424,0.036549688,7.999887184,-0.726599221,-6.652082469,0.645429549,532.693432,14574.5,73.23970049,66.58761802,0.024329424
26158,1,0.017461458,24.9166337,1.98280271,719.6633053,0.02922159,0.017461458,7.1517318,3.218998507,61.93114055,0.504336612,1426.950352,81720,137.5940083,199.5251488,0.02922159
26167,1,0.018440109,25.18063462,2.003811235,681.4694491,0.066074433,0.018440109,8.72745532,-0.711763198,-13.8934488,0.499049004,1365.536138,74052.5,170.3578578,156.464409,0.066074433
26188,1,0.082477478,20.18311937,1.606121607,152.361238,0.076582628,0.082477478,8.508674226,-2.147702839,-9.710503984,0.622617861,244.7106764,2967,38.47064569,28.7601417,0.076582628
26207,1,0.017911322,17.74879387,1.412404139,701.5881216,0.011792816,0.017911322,7.058229831,0.721006244,13.01210287,0.708012652,990.9259671,55324,127.3808839,140.3929867,0.011792816
26229,1,0.024489877,36.46684732,2.901939505,513.1250994,0.312143965,0.024489877,6.746193335,5.5262784,99.39248508,0.344597121,1489.057997,60803,121.3331779,220.725663,0.312143965
26236,1,0.068180609,15.80987292,1.258109712,184.3100388,0.036342645,0.068180609,7.204673458,-0.559507361,-2.70989939,0.79484324,231.8822498,3401,34.89487643,32.18497704,0.036342645
26239,1,0.018193803,20.91399017,1.664282458,690.6951085,0.026068906,0.018193803,7.182661648,1.033692029,20.13446291,0.600859545,1149.511753,63181.5,139.9053398,160.0398027,0.026068906
26247,1,0.066932873,18.01411818,1.433517977,187.7458719,0.013009137,0.066932873,7.328195227,-0.946112755,-5.444487373,0.697584555,269.1370826,4021,42.17073091,36.72624353,0.013009137
26258,1,0.02637906,18.74806773,1.491923826,476.3767453,0.01697234,0.02637906,6.18818303,3.12543352,38.54126492,0.670275508,710.7178166,26942.5,76.30954235,114.8508073,0.01697234
26266,1,0.033807531,27.39477601,2.180007008,371.7032985,0.132284869,0.033807531,6.433700069,4.067362542,48.78351966,0.458714122,810.3157957,23968.5,77.16512373,125.9486434,0.132284869
26281,1,0.0472178,21.4056272,1.703405689,266.1363033,0.042392912,0.0472178,7.889182116,0.295231244,2.072836239,0.587059211,453.3380932,9601,55.39041996,57.4632562,0.042392912
26296,1,0.073570424,14.86301966,1.182761524,170.8073695,0.004315139,0.073570424,7.231708003,-0.828913022,-3.616614983,0.845478974,202.0243846,2746,31.55253061,27.93591563,0.004315139
26314,1,0.074624705,15.1528316,1.205824026,168.3942417,0.038008913,0.074624705,6.349554947,1.015594083,4.40967423,0.829308405,203.0538224,2721,27.56954701,31.97922124,0.038008913
26352,1,0.018555356,20.39778195,1.623203913,677.2368455,0.090387475,0.018555356,7.806007494,-0.588201308,-11.47639441,0.616065543,1099.293498,59244,152.3029948,140.8266003,0.090387475
26360,1,0.032035651,20.64162812,1.642608575,392.2620702,0.016219874,0.032035651,6.429949366,2.402822976,27.26010898,0.608787763,644.33304,20113,72.94799583,100.2081048,0.016219874
26369,1,0.019655052,32.68701232,2.601149792,639.3455764,0.047382863,0.019655052,8.459748937,2.523440127,45.16563265,0.384445372,1663.033613,84611,151.4162784,196.5819111,0.047382863
26420,1,0.019584387,27.42331272,2.182277888,641.6524986,0.03481128,0.019584387,10.02912239,-1.99880537,-34.75240204,0.458236783,1400.26406,71499,174.3722018,139.6197998,0.03481128
26438,1,0.016969848,21.83835314,1.737840925,740.5116645,0.028471426,0.016969848,8.2788454,-0.54663742,-10.98924821,0.57542666,1286.891476,75834,166.4325998,155.4433516,0.028471426
26458,1,0.016371347,21.88699607,1.741711807,767.5831996,0.025054198,0.016371347,8.877014441,-1.543483577,-31.69740572,0.574147799,1336.908721,81661.5,182.3008243,150.6034185,0.025054198
