img_number,metadata_label,f_a_0,f_a_1,f_a_2,f_a_3,f_b_0,f_c_0,f_c_1,f_c_2,f_c_3,f_c_4
25035,1,0.032531918,24.18380064,1.924485707,386.2781939,0.078678218,0.032531918,8.862723768,-1.25929251,-13.8919965,0.519619344
25046,1,0.035923007,40.40437816,3.215278253,349.8139982,0.390469672,0.035923007,10.51015315,-2.46656882,-32.81635349,0.311015073
25081,1,0.035291139,19.19447607,1.527447874,356.077218,0.022943333,0.035291139,7.138411575,0.537145934,5.33201503,0.654686826
25085,1,0.028911392,17.39735062,1.384437174,434.6511816,0.013153792,0.028911392,6.767799512,1.134510707,12.76500991,0.72231519
25102,1,0.031135853,47.74062282,3.799078054,403.5980873,0.230840753,0.031135853,9.419436936,3.311027327,42.3370795,0.263221757
25105,1,0.047268883,27.77740516,2.210455669,265.8486921,0.145951432,0.047268883,9.409075902,-1.530642281,-12.13397765,0.452395411
25127,1,0.033138553,22.08407193,1.757394606,379.2069801,0.030997858,0.033138553,6.05176798,3.335660009,39.12897778,0.569024166
25128,1,0.048951517,16.56767979,1.318414067,256.7105431,0.007885996,0.048951517,7.258297362,-0.198052355,-1.308039974,0.758487053
25132,1,0.027411292,31.21002575,2.483614936,458.437741,0.066871954,0.027411292,9.982968871,-1.032895374,-13.16238654,0.402638906
25153,1,0.017525328,18.13875156,1.443435986,717.0405179,0.005560338,0.017525328,6.755994973,1.604393775,29.39926034,0.692791374
25155,1,0.054395954,24.3060471,1.934213772,231.0166402,0.146149287,0.054395954,5.98466325,5.326764743,35.16042353,0.517005935
25195,1,0.026870886,31.55984397,2.511452586,467.6574698,0.093696101,0.026870886,8.44090768,2.009717953,26.7581775,0.398175942
25219,1,0.024162775,21.31919769,1.696527848,520.0715078,0.023423683,0.024162775,8.733297397,-1.475665925,-20.54182107,0.58943919
25234,1,0.029488706,47.08535261,3.746933308,426.141814,0.122938998,0.029488706,13.2550018,-5.193746805,-77.61192178,0.266884921
25235,1,0.018573541,18.6233799,1.482001484,676.5737664,0.012736433,0.018573541,6.505449261,2.293043967,40.16895901,0.674763157
25238,1,0.037455788,29.69875373,2.36335173,335.4987627,0.148001231,0.037455788,9.516952616,-0.796972022,-7.614632259,0.423127877
25248,1,0.025359161,53.56014606,4.262180999,495.535748,0.093569051,0.025359161,9.355863464,7.00672093,96.66871023,0.234621664
25265,1,0.066985019,20.89143852,1.662487855,187.5997163,0.01635605,0.066985019,8.784701625,-2.04628461,-10.78131654,0.601508154
25266,1,0.038953634,37.62585121,2.994170104,322.5981627,0.304152041,0.038953634,7.519916458,4.699047391,49.39702442,0.333982361
25285,1,0.031734247,57.3280355,4.562020114,395.9876746,0.368874234,0.031734247,9.605471721,4.120255364,56.45584869,0.219201138
25299,1,0.024777311,27.51537013,2.189603584,507.1724894,0.255971405,0.024777311,6.234272902,4.932691619,78.68359653,0.456703673
25301,1,0.018946519,22.92727103,1.824494258,663.254858,0.036782333,0.018946519,8.099684521,0.499970185,8.685962095,0.548097093
25303,1,0.049397601,20.75812661,1.65187923,254.3923236,0.016853356,0.049397601,7.712396123,0.367306687,2.477002331,0.605371132
25313,1,0.018379896,19.01845416,1.513440495,683.7019393,0.01525236,0.018379896,6.537629887,2.316624292,41.41097468,0.660746163
25316,1,0.028367025,16.78659809,1.335835032,442.9921998,0.016867466,0.028367025,8.584199351,-2.510871568,-28.50013329,0.74859543
25317,1,0.017859861,22.67479056,1.804402501,703.6096511,0.026553549,0.017859861,8.990082144,-1.446858179,-27.08759885,0.554200074
25322,1,0.034849255,30.26946397,2.408767408,360.5922348,0.246617043,0.034849255,11.2001015,-4.200079404,-46.5315338,0.415150087
25324,1,0.023667031,28.090436,2.235365871,530.9652425,0.014522293,0.023667031,9.739660546,-0.882571661,-12.14310816,0.447354061
25363,1,0.072129372,40.31270537,3.207983164,174.2198801,0.881073782,0.072129372,5.527265841,11.89376155,69.0342962,0.311722334
25383,1,0.017910798,20.244677,1.611020208,701.6086359,0.038450172,0.017910798,6.302014431,2.810453358,55.31678063,0.620724678
25391,1,0.029792211,51.83309599,4.124746721,421.8005436,0.200092894,0.029792211,9.253996196,5.384036929,69.15130954,0.242439128
25409,1,0.037530312,21.55112609,1.714984123,334.8325665,0.067552288,0.037530312,8.197966512,-0.588136948,-5.413587852,0.583095777
25413,1,0.016564139,23.1316459,1.840757893,758.6491747,0.060846642,0.016564139,8.738130429,-0.864679652,-17.55129883,0.543254495
25417,1,0.081124555,22.74131404,1.809696271,154.9021818,0.06220307,0.081124555,7.354256783,1.063028403,4.813902207,0.552578914
25433,1,0.034741336,40.10910502,3.191781163,361.7123613,0.199908277,0.034741336,8.495673314,3.600198711,40.4471516,0.313304688
25439,1,0.049248695,24.96014102,1.986264912,255.1614937,0.322055746,0.049248695,6.725121173,1.196012367,11.37890647,0.503457517
25450,1,0.026552933,20.68147438,1.645779439,473.2573384,0.041498586,0.026552933,8.106253477,-0.219034875,-2.668321783,0.607614834
25451,1,0.024267916,19.16855117,1.525384835,517.8182748,0.013852766,0.024267916,7.202905219,0.766973038,10.55303814,0.655572271
25467,1,0.056012053,27.83770743,2.215254371,224.351187,0.117964024,0.056012053,8.745022527,-1.965758419,-16.47929514,0.451415428
25489,1,0.020403689,17.74294601,1.411938781,615.8871936,0.029342674,0.020403689,7.669684512,-1.207680445,-21.18967754,0.708246004
25500,1,0.077211229,25.84342262,2.056554229,162.7531489,0.171751568,0.077211229,11.06763719,-4.854965711,-23.63319453,0.486250246
25513,1,0.135108187,17.56968891,1.398151419,93.00969007,0.010500154,0.135108187,6.134103296,2.74627338,6.556071777,0.715230115
25520,1,0.015060327,24.38834407,1.940762756,834.402223,0.061692177,0.015060327,7.022137023,3.057912516,69.95858104,0.515261331
25546,1,0.026805674,26.72373442,2.126607216,468.79518,0.036459734,0.026805674,8.331512632,1.162658649,14.65351213,0.470232581
25550,1,0.035750607,16.37700973,1.303241026,351.5009046,0.0058587,0.035750607,7.72081409,-1.112179968,-9.985077843,0.767317772
25564,1,0.088093146,19.00522535,1.512387779,142.6486759,0.027556179,0.088093146,10.16340295,-4.617466437,-17.6734206,0.661206083
25573,1,0.019713189,28.54047813,2.271179087,637.4600431,0.110259453,0.019713189,9.023789265,-0.220805062,-4.024338534,0.440299933
25584,1,0.028070563,35.57859973,2.831255007,447.670775,0.027264966,0.028070563,9.139886661,2.358653295,28.44581161,0.353200258
25589,1,0.034571903,16.54239349,1.316401847,363.4850727,0.012040527,0.034571903,6.860275821,0.383928085,3.696516954,0.759646458
25592,1,0.053992038,15.81172005,1.258256702,232.7448855,0.046215745,0.053992038,6.240682967,1.601583509,9.583524804,0.794750386
25601,1,0.021728629,30.77506572,2.449001917,578.3324243,0.507309526,0.021728629,6.18604731,5.563005735,108.4076856,0.408329611
25603,1,0.019465564,20.66015841,1.644083168,645.5692992,0.04220272,0.019465564,7.347017309,0.866193316,15.23552615,0.608241736
25611,1,0.02458212,17.44709204,1.38839547,511.1996325,0.052155597,0.02458212,7.500081411,-0.358979994,-4.757105561,0.720255879
25616,1,0.021890317,36.89396452,2.935928412,574.0607078,0.119679358,0.021890317,10.46030726,-0.487271768,-7.872319786,0.34060776
25617,1,0.024115538,58.71421551,4.672328814,521.0901977,0.113784954,0.024115538,11.36884255,2.084902972,33.18735873,0.214026033
25630,1,0.02869899,25.33450963,2.016056219,437.8680414,0.202622754,0.02869899,6.256555819,4.84947506,61.60932024,0.496017914
25644,1,0.054224446,31.83305535,2.533194056,231.7473314,0.529351475,0.054224446,5.646942077,4.798785417,47.75980092,0.394758545
25650,1,0.045464209,81.85090756,6.513488267,276.4013907,0.438779739,0.045464209,11.73873829,2.790594149,29.45665695,0.153527566
25708,1,0.01814641,22.37211166,1.780316079,692.4989929,0.006807963,0.01814641,5.386852063,7.13231099,130.3875687,0.561698011
25711,1,0.045417535,17.78195764,1.415043228,276.6854404,0.034429496,0.045417535,8.126396931,-1.427682526,-10.26829091,0.706692192
25718,1,0.078919773,17.31475889,1.377864733,159.2296857,0.056979396,0.078919773,6.786309636,0.838495386,3.555239689,0.725760647
25724,1,0.037315214,21.26929487,1.692556707,336.762657,0.041986152,0.037315214,6.641091894,2.85711233,25.81745793,0.590822154
25732,1,0.023790644,34.52143446,2.747128468,528.2064069,0.111151113,0.023790644,9.624970295,0.06634405,1.032054276,0.364016467
25744,1,0.021721768,23.24260168,1.849587474,578.5150985,0.04398892,0.021721768,5.940324693,5.693395969,88.15199542,0.540661101
25748,1,0.022886566,27.0060805,2.149075603,549.0719047,0.04437287,0.022886566,8.931194572,0.022121839,0.326443983,0.465316343
25751,1,0.024967391,21.14847194,1.682941924,503.3113176,0.01921141,0.024967391,6.897371981,1.696752152,24.24593651,0.594197569
25752,1,0.022820637,33.73414011,2.684477575,550.6581926,0.118357666,0.022820637,10.31388461,-1.561563571,-25.57149071,0.372511959
25755,1,0.021922138,26.771917,2.130441464,573.2274293,0.028234465,0.021922138,7.596567942,3.126927319,46.87708154,0.469386283
25766,1,0.024699071,24.48839134,1.948724265,508.779072,0.076693822,0.024699071,7.955852419,0.989102111,13.78021219,0.513156231
25783,1,0.015361184,18.95549995,1.508430758,818.0600427,0.007914372,0.015361184,5.785094175,4.19938496,89.71403737,0.662940605
25791,1,0.041318461,18.30902982,1.4569863,304.1345259,0.046010965,0.041318461,6.893524198,0.999928025,8.142947678,0.686348252
25800,1,0.017332055,34.63222861,2.755945187,725.0364044,0.196979456,0.017332055,8.93942451,1.081811161,24.12964929,0.362851919
25814,1,0.024416972,54.62726595,4.347099702,514.6571968,0.122459684,0.024416972,11.12604386,2.771688521,40.10304615,0.230038432
25818,1,0.019377479,17.31125133,1.37758561,648.5038841,0.019780572,0.019377479,7.164439554,0.215703173,3.644523274,0.725907699
25826,1,0.025180297,16.69668592,1.328680048,499.0556972,0.026546039,0.025180297,6.181144601,1.977786329,26.00438827,0.75262664
25832,1,0.022459049,22.0656182,1.755926104,559.5237257,0.06466174,0.022459049,7.807619233,0.093791834,1.493710686,0.569500048
25835,1,0.027963061,19.14797044,1.523747073,449.3918047,0.01820241,0.027963061,7.188131494,0.944024759,11.05858829,0.656276897
25891,1,0.037013955,17.56656103,1.397902511,339.5035938,0.015687018,0.037013955,7.784405961,-0.888282734,-7.853115618,0.715357468
25904,1,0.03937467,27.79416155,2.2117891,319.1485979,0.083172374,0.03937467,8.821919623,-0.453628997,-4.337481252,0.452122673
25927,1,0.032792611,29.73034867,2.365865975,383.2073841,0.163869118,0.032792611,12.41122624,-5.707287579,-62.18835084,0.422678212
25932,1,0.091722982,32.71856695,2.60366083,137.0035116,0.388150318,0.091722982,7.112526066,3.444472877,16.36343699,0.384074603
25941,1,0.0221255,19.4216759,1.545527861,567.9587185,0.032532911,0.0221255,6.349708377,2.728439384,41.54864756,0.647028129
25955,1,0.036404182,16.42996637,1.307455181,345.1903015,0.016235722,0.036404182,6.38525035,1.601748902,14.174843,0.764844573
25964,1,0.064142882,16.57243816,1.318792726,195.9121593,0.01215759,0.064142882,5.95172724,2.70122257,13.5516164,0.758269272
25971,1,0.027053721,35.42304686,2.818876504,464.4969409,0.175397855,0.027053721,10.65853334,-1.881625176,-26.33619449,0.354751263
25975,1,0.030696158,27.52654003,2.190492456,409.3792698,0.073791292,0.030696158,9.44756136,-1.205659641,-13.88497747,0.456518349
25987,1,0.021070546,20.30931274,1.616163756,596.3950997,0.025706204,0.021070546,6.054843986,4.283856911,65.96073059,0.618749181
25996,1,0.018506176,33.14781333,2.637819172,679.0365943,0.096129882,0.018506176,7.477221584,4.052785831,84.2019243,0.379101043
26009,1,0.029597363,23.67882359,1.88430091,424.5773701,0.065654901,0.029597363,8.4061032,-0.288708053,-3.384968207,0.5307008
26056,1,0.057015894,214.0676099,17.03495914,220.4011836,0.57995092,0.057015894,20.87353835,-1.771001744,-16.67580825,0.058702812
26074,1,0.052731118,17.04906983,1.356721869,238.3103396,0.018318836,0.052731118,7.230515295,-0.487807346,-3.235031015,0.737070746
26081,1,0.019775204,19.40198627,1.54396101,635.4609809,0.019042194,0.019775204,7.392803625,0.733625091,11.98092897,0.64768475
26086,1,0.020582427,44.91159033,3.573950801,610.5388184,0.229924324,0.020582427,9.079738927,3.457090844,66.26917337,0.279802397
26089,1,0.019576837,27.54723552,2.192139351,641.8999394,0.039531393,0.019576837,10.17169709,-2.127405049,-36.58511556,0.456175379
26091,1,0.100028673,60.42463602,4.808439754,125.6276851,0.490807667,0.100028673,8.855884765,4.498960235,22.97898715,0.207967668
26094,1,0.029226923,22.21338302,1.767684855,429.958724,0.019471845,0.029226923,7.12892293,1.688095918,20.41188145,0.565711697
26105,1,0.02667357,21.81288885,1.735814542,471.1169418,0.061085222,0.02667357,7.845297085,-0.040192648,-0.536772862,0.576098411
26113,1,0.022041421,18.34763803,1.460058644,570.1252512,0.00626992,0.022041421,6.591759244,1.918372202,28.46661606,0.684903996
26115,1,0.022218424,20.91482478,1.664348873,565.583336,0.019781404,0.022218424,8.12655887,-0.344695418,-5.130813044,0.600835568
26117,1,0.052384196,27.95555916,2.224632714,239.8885853,0.187953615,0.052384196,7.258961111,2.779438376,20.3556984,0.449512404
26120,1,0.015920549,20.58861636,1.638390032,789.3176911,0.027411055,0.015920549,7.995141674,-0.24997289,-5.220414583,0.610355276
26131,1,0.017569233,26.11045128,2.077803694,715.2486607,0.119718947,0.017569233,6.1121112,5.906174596,119.4906915,0.481277419
26150,1,0.036549688,19.46977889,1.549355776,343.8160817,0.024329424,0.036549688,7.999887184,-0.726599221,-6.652082469,0.645429549
26156,1,0.074834772,39.15690008,3.116007102,167.9215454,0.371279635,0.074834772,8.645269942,0.774263788,4.974917064,0.32092353
26158,1,0.017461458,24.9166337,1.98280271,719.6633053,0.02922159,0.017461458,7.1517318,3.218998507,61.93114055,0.504336612
26167,1,0.018440109,25.18063462,2.003811235,681.4694491,0.066074433,0.018440109,8.72745532,-0.711763198,-13.8934488,0.499049004
26188,1,0.082477478,20.18311937,1.606121607,152.361238,0.076582628,0.082477478,8.508674226,-2.147702839,-9.710503984,0.622617861
26192,1,0.032936995,16.15009673,1.285183863,381.5275417,0.020600125,0.032936995,7.28261018,-0.541552104,-5.408991178,0.778098783
26207,1,0.017911322,17.74879387,1.412404139,701.5881216,0.011792816,0.017911322,7.058229831,0.721006244,13.01210287,0.708012652
26213,1,0.019267919,20.2325298,1.610053564,652.1913762,0.040866197,0.019267919,5.955760602,3.94548642,70.2568706,0.621097349
26229,1,0.024489877,36.46684732,2.901939505,513.1250994,0.312143965,0.024489877,6.746193335,5.5262784,99.39248508,0.344597121
26230,1,0.032962606,21.01518561,1.672335335,381.2311024,0.057927624,0.032962606,6.373642261,2.357773694,27.01104878,0.597966197
26236,1,0.068180609,15.80987292,1.258109712,184.3100388,0.036342645,0.068180609,7.204673458,-0.559507361,-2.70989939,0.79484324
26239,1,0.018193803,20.91399017,1.664282458,690.6951085,0.026068906,0.018193803,7.182661648,1.033692029,20.13446291,0.600859545
26247,1,0.066932873,18.01411818,1.433517977,187.7458719,0.013009137,0.066932873,7.328195227,-0.946112755,-5.444487373,0.697584555
26258,1,0.02637906,18.74806773,1.491923826,476.3767453,0.01697234,0.02637906,6.18818303,3.12543352,38.54126492,0.670275508
26266,1,0.033807531,27.39477601,2.180007008,371.7032985,0.132284869,0.033807531,6.433700069,4.067362542,48.78351966,0.458714122
26281,1,0.0472178,21.4056272,1.703405689,266.1363033,0.042392912,0.0472178,7.889182116,0.295231244,2.072836239,0.587059211
26282,1,0.060664307,16.22397728,1.291063091,207.1460336,0.029544723,0.060664307,8.123738739,-1.886056966,-9.954047997,0.774555486
26296,1,0.073570424,14.86301966,1.182761524,170.8073695,0.004315139,0.073570424,7.231708003,-0.828913022,-3.616614983,0.845478974
26314,1,0.074624705,15.1528316,1.205824026,168.3942417,0.038008913,0.074624705,6.349554947,1.015594083,4.40967423,0.829308405
